"66","Ubisoft","UBI.PA","657460259","4.88016","France"
"128","Pullup Entertainment","ALPUL.PA","118053913","14.7603","France"
"138","ATARI","ALATA.PA","77824284","0.140009","France"
"151","Nacon","NACON.PA","50892467","0.466896","France"
"167","Netgem","ALNTG.PA","30018594","0.89701","France"
"184","BigBen Interactive","BIG.PA","17541224","0.94803","France"
"211","Don't Nod Entertainment","ALDNE.PA","9253176","0.711913","France"
